year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,deforestation_hectares
"2007","INDONESIA","ID","NUSA TENGGARA BARAT","ID-52","NUSA TENGGARA","ID-NU","337.857882352946"
"2007","INDONESIA","ID","NUSA TENGGARA TIMUR","ID-53","NUSA TENGGARA","ID-NU","270.177176470589"
"2007","INDONESIA","ID","PAPUA","ID-94","PAPUA","ID-PP","17493.1538823532"
"2007","INDONESIA","ID","PAPUA BARAT","ID-91","PAPUA","ID-PP","7103.40917647003"
"2007","INDONESIA","ID","RIAU","ID-14","SUMATERA","ID-SM","118362.32964707"
"2007","INDONESIA","ID","SULAWESI BARAT","ID-76","SULAWESI","ID-SL","848.053764705892"
"2007","INDONESIA","ID","SULAWESI SELATAN","ID-73","SULAWESI","ID-SL","2246.4042352941"
"2007","INDONESIA","ID","SULAWESI TENGAH","ID-72","SULAWESI","ID-SL","10778.7222352943"
"2007","INDONESIA","ID","SULAWESI TENGGARA","ID-74","SULAWESI","ID-SL","4252.51129411766"
"2007","INDONESIA","ID","SULAWESI UTARA","ID-71","SULAWESI","ID-SL","1720.86458823531"
"2007","INDONESIA","ID","SUMATERA BARAT","ID-13","SUMATERA","ID-SM","20016.1570588238"
"2007","INDONESIA","ID","SUMATERA SELATAN","ID-16","SUMATERA","ID-SM","2835.87105882354"
"2007","INDONESIA","ID","SUMATERA UTARA","ID-12","SUMATERA","ID-SM","16473.0603529408"
"2008","INDONESIA","ID","ACEH","ID-11","SUMATERA","ID-SM","21045.6049411757"
"2008","INDONESIA","ID","BALI","ID-51","NUSA TENGGARA","ID-NU","1.53"
"2008","INDONESIA","ID","BANTEN","ID-36","JAWA","ID-JW","3.06"
"2008","INDONESIA","ID","BENGKULU","ID-17","SUMATERA","ID-SM","2253.59435294121"
"2008","INDONESIA","ID","D I YOGYAKARTA","ID-34","JAWA","ID-JW","0"
"2008","INDONESIA","ID","DKI JAKARTA","ID-31","JAWA","ID-JW","0"
"2008","INDONESIA","ID","GORONTALO","ID-75","SULAWESI","ID-SL","379.69023529412"
"2008","INDONESIA","ID","JAMBI","ID-15","SUMATERA","ID-SM","52164.156352941"
"2008","INDONESIA","ID","JAWA BARAT","ID-32","JAWA","ID-JW","243.803294117648"
"2008","INDONESIA","ID","JAWA TENGAH","ID-33","JAWA","ID-JW","30.9596470588235"
"2008","INDONESIA","ID","JAWA TIMUR","ID-35","JAWA","ID-JW","263.871882352941"
"2008","INDONESIA","ID","KALIMANTAN BARAT","ID-61","KALIMANTAN","ID-KA","86424.1023529395"
"2008","INDONESIA","ID","KALIMANTAN SELATAN","ID-63","KALIMANTAN","ID-KA","5153.28388235238"
"2008","INDONESIA","ID","KALIMANTAN TENGAH","ID-62","KALIMANTAN","ID-KA","91991.9318823535"
"2008","INDONESIA","ID","KALIMANTAN TIMUR","ID-64","KALIMANTAN","ID-KA","16209.8858823525"
